OrderID,Carrier,Origin,Distance_KM,Weight_KG,Cost_USD
1412,Ocean-Freight,Shanghai,11665,194.73759247380673,2760.5214022606983
1413,Ground-Truck,Shanghai,3078,3953.3955924863253,6276.4390284454075
1414,Air-Express,London,9860,2264.339519021411,1844.5609807007877
1415,Ocean-Freight,London,10185,320.81768494103585,5954.308368890281
1416,Ocean-Freight,Singapore,13130,3386.4425059459336,5721.2294934809925
1417,Rail-Link,London,3878,645.1475915629846,4211.232240009149
1418,Ocean-Freight,Shanghai,1884,1968.0125860008302,554.483561726669
1419,Air-Express,Singapore,1117,766.7649066622897,6395.583386243652
1420,Air-Express,Singapore,2497,651.765235670649,6575.494679613694
1421,Rail-Link,Singapore,9837,3600.5578885857235,5147.401469613472
1422,Rail-Link,Shanghai,10157,141.04890605688365,2647.6730107417106
1423,Ocean-Freight,Singapore,1262,3498.422945205902,5890.013876382542
1424,Rail-Link,Shanghai,9612,488.6948293713412,1264.7612724152223
1425,Ground-Truck,New York,1120,2190.8296939259135,5730.388190020969
1426,Air-Express,Singapore,5763,764.8578964338128,759.9058786335748
1427,Air-Express,London,10117,1522.5522056111636,3534.9063411796837
1428,Rail-Link,London,13470,4080.8999848596054,3938.7196623927803
1429,Air-Express,Shanghai,7751,2860.468901067469,2283.133885809808
1430,Rail-Link,Singapore,1567,345.9383708516166,6401.221510245106
1431,Ground-Truck,Singapore,280,2778.2279479722883,4582.696936780903
1432,Ground-Truck,London,7389,301.6716519967914,2093.515724700719
1433,Air-Express,Shanghai,8817,3291.0424100563264,2594.439375124562
1434,Ocean-Freight,Singapore,3540,3466.121519307781,6310.6168375337365
1435,Ocean-Freight,New York,13219,1370.945982201197,4603.957377797689
1436,Air-Express,New York,10350,3689.05062519338,779.7523751818995
1437,Ground-Truck,Singapore,5370,2459.3686230761828,7030.233383894016
1438,Rail-Link,London,3695,934.5869895371825,783.3923011895646
1439,Rail-Link,London,1749,182.9448133393686,2672.37168640616
1440,Air-Express,London,12160,4595.105327096367,221.4939277720239
1441,Ocean-Freight,Shanghai,8751,1389.0349851130652,5536.523125535656
1442,Air-Express,Shanghai,9178,4808.505698374742,280.4711255346808
1443,Ground-Truck,Shanghai,9368,1901.4566414761323,6234.763998382516
1444,Ground-Truck,Shanghai,5264,2541.393981817943,242.416351396284
1445,Rail-Link,Singapore,4384,2910.355561562728,4977.662270274014
1446,Rail-Link,London,13399,2531.4934829114186,4802.402108310362
1447,Ocean-Freight,New York,10336,822.6608234932775,6338.677933980809
1448,Air-Express,New York,11176,4281.989737553646,5280.886336436062
1449,Rail-Link,New York,10440,1114.9293243291045,3871.523302085184
1450,Ground-Truck,New York,12935,68.2284140469733,364.4376589773261
1451,Air-Express,Singapore,2236,3077.5599079705353,2016.446510283169
1452,Air-Express,Shanghai,4823,4042.4656966737953,3312.394426097307
1453,Air-Express,Singapore,1788,2514.0219477786313,6647.560221705057
1454,Rail-Link,Singapore,8048,893.6026719574448,7524.663880000923
1455,Air-Express,New York,426,4182.336431517159,3920.3303550754754
1456,Ground-Truck,New York,4427,2034.3658143136558,5071.247513232871
1457,Rail-Link,London,5441,2646.208899812524,7754.3744670442575
1458,Ocean-Freight,Singapore,14643,3791.9926465505514,457.8413605261177
1459,Ocean-Freight,London,8565,1403.1839210862886,3624.4290630424844
1460,Ground-Truck,New York,8595,1580.3768682513391,6129.294201016523
1461,Ocean-Freight,London,3117,4233.56507475776,1715.1657217376187
1462,Ocean-Freight,New York,11816,4255.558673573243,6917.030289820582
1463,Ground-Truck,Singapore,12601,162.11489690337024,5200.267026524503
1464,Ocean-Freight,Shanghai,3181,1337.945007589377,3848.2762236822887
1465,Ground-Truck,Shanghai,962,2183.8192808632043,7122.388330698536
1466,Rail-Link,Singapore,14983,3831.322067245261,1044.5838734847182
1467,Rail-Link,Singapore,5957,1349.045167429155,5096.803737674396
1468,Ground-Truck,New York,7466,3993.5573944058287,5530.469179399902
1469,Ground-Truck,New York,6862,4385.904928511613,6344.175546470838
1470,Rail-Link,London,12341,3077.3076911625417,866.4166596112217
1471,Air-Express,Shanghai,7301,2432.369394644336,2705.484409958662
1472,Rail-Link,Singapore,9099,4903.641148128721,3598.5893091519024
1473,Ocean-Freight,Shanghai,4645,864.2870405976612,1789.99142377684
1474,Ground-Truck,Singapore,10074,4947.628847791234,2607.737288904113
1475,Ocean-Freight,Shanghai,5058,2124.9255598168625,6211.665112697365
1476,Ground-Truck,Shanghai,5785,203.61390646831026,1747.1492266123719
1477,Ground-Truck,London,4966,1115.728840915615,3596.516411848729
1478,Ocean-Freight,Singapore,1607,1789.4464201041715,4461.23987847758
1479,Rail-Link,New York,13018,289.9984352168718,4395.263811224515
1480,Air-Express,London,2909,404.8406104854754,1147.642571766317
1481,Air-Express,London,9051,3698.4941178600075,7141.899526174113
1482,Ground-Truck,London,8491,2296.7528085851345,3724.419620412578
1483,Ground-Truck,Singapore,3447,83.15127833656179,5061.6178861723765
1484,Ocean-Freight,Shanghai,1259,2616.675178997749,3702.5393283289673
1485,Rail-Link,Singapore,11235,4400.636963016601,7057.931416337635
1486,Air-Express,Shanghai,3190,1718.355589950953,6163.695635017305
1487,Ground-Truck,New York,1542,2276.7116940098,5783.425576927567
1488,Ground-Truck,Shanghai,13688,4075.113180069446,450.34647127913274
1489,Rail-Link,New York,4190,3731.243812436708,3533.8479619050017
1490,Ground-Truck,Shanghai,14626,2641.4497493530566,3144.3607732520095
1491,Rail-Link,London,12533,3968.4539407138627,5687.688220409241
1492,Rail-Link,Shanghai,13852,779.7444260468363,2575.970328825714
1493,Ground-Truck,New York,1546,1253.7704067344555,7571.903392899352
1494,Air-Express,Singapore,12012,1262.4989788998334,7680.048193808486
1495,Rail-Link,Singapore,7144,2211.8774845841854,4582.606524687083
1496,Ocean-Freight,Singapore,3033,4030.594551426509,2774.2249591507725
1497,Ocean-Freight,Shanghai,5050,3476.8109085114593,491.3554966202136
1498,Air-Express,Shanghai,7382,2354.1768597428354,6984.172767771576
1499,Rail-Link,Shanghai,701,4698.3836253081,6927.435977503588
1500,Air-Express,Shanghai,9755,4545.23220431025,280.9097400252268
1501,Air-Express,New York,9811,2065.05558509318,188.04093811400878
1502,Ocean-Freight,Singapore,14852,517.0089946693573,6484.672998542381
1503,Ground-Truck,New York,7968,347.6032498302041,3255.6483617875942
1504,Ocean-Freight,London,508,4091.161718738488,1948.3874279629097
1505,Ocean-Freight,London,13907,973.3291879852424,847.129356455504
1506,Ground-Truck,London,11181,3620.5956882177147,3880.597197303744
1507,Air-Express,Singapore,1910,159.75649476634456,3796.6343213275777
1508,Air-Express,New York,5783,2818.382704444297,6183.119415853621
1509,Rail-Link,London,14907,670.898272705955,2995.6363655292585
1510,Rail-Link,London,13846,3923.125139283803,1826.5231321229728
1511,Ground-Truck,New York,4829,3507.6604192540117,1913.2109358106022
1512,Ocean-Freight,Singapore,13547,170.30418520294992,5404.518057662021
1513,Rail-Link,London,8739,2951.3116410689922,565.442425111594
1514,Ground-Truck,London,3929,1080.5555327235425,4862.997604618799
1515,Ground-Truck,London,6740,563.3022603793141,6478.356344576848
1516,Ocean-Freight,Singapore,12204,2836.9300420117074,1883.2108342414053
1517,Ocean-Freight,New York,4489,4309.606153190033,502.03485347142106
1518,Air-Express,London,8328,4078.1579029266845,2973.858184605105
1519,Rail-Link,New York,14309,3784.4149809458177,568.8438892875158
1520,Ground-Truck,Singapore,13594,2323.8768276591145,3020.548283362744
1521,Air-Express,Singapore,1767,4266.966836292626,2026.208975961272
1522,Ocean-Freight,New York,14177,3154.2584529813694,3703.978281291557
1523,Air-Express,London,9821,4904.687500619749,5388.252942417209
1524,Air-Express,Singapore,9215,4433.4420384084115,3100.3866562915878
1525,Ground-Truck,London,1371,1181.1582798416487,1777.7815885028817
1526,Ocean-Freight,Singapore,1239,1264.2740310482063,7578.353467990562
1527,Air-Express,New York,14247,2895.97834806858,5285.512716994489
1528,Ocean-Freight,London,2173,2510.1632291327014,6036.077493182208
1529,Air-Express,London,11052,4205.18737740828,6748.804559477664
1530,Ocean-Freight,New York,9721,356.3309410800935,1125.7047226169577
1531,Air-Express,New York,6878,1967.7580104892274,3167.2984810061635
1532,Ground-Truck,New York,1206,2396.1513658398517,1827.1057418778696
1533,Air-Express,London,5719,1071.563540445215,7607.045009882004
1534,Ocean-Freight,London,972,1827.2240518628266,2076.7309800589937
1535,Air-Express,New York,7671,3489.1216738797257,3133.3995696948386
1536,Air-Express,Singapore,8431,3794.225750197483,2991.56514839425
1537,Ocean-Freight,London,5307,4563.0151770662615,6662.58730543512
1538,Air-Express,New York,2482,4289.216362344492,3156.643387044381
1539,Ground-Truck,New York,14440,867.4499052159396,4916.269008744587
1540,Ocean-Freight,Shanghai,12574,3174.0466806904305,4834.561408127994
1541,Ocean-Freight,London,2007,3658.515215609009,1918.2708849816927
1542,Air-Express,Singapore,5157,4515.435672036067,5666.329267318331
1543,Rail-Link,New York,2189,1141.8486464176908,6921.8211859630865
1544,Ground-Truck,Singapore,1436,477.327411379631,274.7878859586152
1545,Air-Express,London,577,3028.2737154175666,4138.667739921026
1546,Air-Express,London,3774,697.6482570271654,5740.689302507582
1547,Rail-Link,Singapore,5108,2396.102488450793,7093.595818169656
1548,Air-Express,Shanghai,8837,4423.872741992956,7401.619067576627
1549,Ground-Truck,New York,9822,3743.6820199783056,4114.15621760224
1550,Air-Express,New York,10235,4747.325627925771,5888.617523596983
1551,Rail-Link,Shanghai,8341,2326.2208395145676,5226.807934719369
1552,Ground-Truck,Singapore,9641,3048.0423328517586,991.0070093196994
1553,Ground-Truck,Singapore,3273,3409.278982139614,7085.829712029644
1554,Air-Express,London,454,947.6520048721117,6141.704773369252
1555,Air-Express,New York,13326,727.212178344508,5031.873574213661
1556,Ocean-Freight,London,5924,1537.0263658131032,3845.2293250370954
1557,Rail-Link,London,14728,347.7064240013753,7125.052900295045
1558,Ground-Truck,New York,1727,2765.9165036388663,5980.71249639493
1559,Air-Express,Shanghai,2510,94.22345896133133,608.1120227687065
1560,Ground-Truck,New York,9525,129.13305897269532,4705.4317176917475
1561,Ground-Truck,Singapore,913,3842.1261341773375,6513.287000361113
1562,Rail-Link,New York,4480,3260.5441189077733,236.40973637779757
1563,Ground-Truck,London,2510,1068.6831983175875,1392.4169842063013
1564,Ocean-Freight,Shanghai,13938,2670.7417926967114,2460.2560169034846
1565,Rail-Link,London,5689,4583.5651389544455,4513.428567302387
1566,Ocean-Freight,London,1499,1783.2921905805297,4105.787552499702
1567,Ocean-Freight,New York,6924,3303.8112869873958,7281.974944072967
1568,Air-Express,Shanghai,10386,1214.9811819473252,6155.125525196957
1569,Rail-Link,Singapore,1660,4010.058998027143,7779.942445484697
1570,Ground-Truck,Singapore,8688,4014.4463377734587,4140.243044161738
1571,Ground-Truck,Shanghai,3496,297.5632034233244,5725.734873816661
1572,Ground-Truck,New York,4645,249.0122800672585,7181.135584968681
1573,Air-Express,Singapore,5775,1865.2208004118079,1206.354608800683
1574,Ocean-Freight,Singapore,12447,1884.956438451626,815.4396235997813
1575,Ocean-Freight,New York,9427,4725.7241369034,6838.903910220191
1576,Air-Express,London,11252,4663.652434186688,1087.8011212692186
1577,Ground-Truck,Singapore,14558,2641.3981964296113,2574.289470077643
1578,Air-Express,London,8136,601.8049095913574,5667.08809176855
1579,Air-Express,Shanghai,10262,1602.4408745160717,2815.2727762471013
1580,Rail-Link,London,7392,2938.292252288517,1727.8895143911222
1581,Rail-Link,New York,14222,1643.1164596943183,5623.31293566427
1582,Ocean-Freight,New York,14047,3984.956842794312,7862.630086150243
1583,Ocean-Freight,Shanghai,1274,3717.5363143553336,4559.306623174896
1584,Ocean-Freight,London,11604,4460.49570226181,6308.066360492435
1585,Rail-Link,Singapore,6732,2793.9183073638706,1086.5253939756512
1586,Ocean-Freight,Shanghai,3030,4782.9060237279455,7356.97069380597
1587,Ocean-Freight,New York,12934,2616.0477140155754,4735.400118388055
1588,Ocean-Freight,Shanghai,5902,3080.666372527187,2529.3388169585746
1589,Air-Express,Singapore,11314,2150.4412438544696,1595.4299588486072
1590,Ocean-Freight,New York,6175,1305.9302208521503,3162.8889280691633
1591,Air-Express,Shanghai,14892,1202.1628887075078,5687.366238416681
1592,Ground-Truck,London,157,2826.0732309909663,418.27018510934766
1593,Air-Express,Shanghai,14151,3283.519378652739,4320.433935776101
1594,Ground-Truck,Singapore,5202,25.648072090640603,6277.010123931668
1595,Air-Express,Shanghai,5122,1128.9645779920343,6294.403797905328
1596,Ocean-Freight,Singapore,6622,882.5385130717763,517.0347487422978
1597,Air-Express,Singapore,11116,2736.5706709693286,7836.875797668329
1598,Rail-Link,London,8382,4585.869640885187,5985.701848864808
1599,Ground-Truck,New York,7656,3203.9438444024377,7165.523252995036
1600,Ocean-Freight,New York,1457,3593.740625600554,6453.20888374406
1601,Air-Express,Shanghai,10048,1710.4039093436609,7786.021005376781
1602,Rail-Link,London,1954,1983.083345115268,2429.712557894726
1603,Air-Express,New York,1714,1187.6892978016276,7770.276112178836
1604,Ocean-Freight,Shanghai,1224,1001.9791694412572,6968.007513510133
1605,Rail-Link,New York,10640,2444.6748971215125,3288.505499264103
1606,Rail-Link,New York,12498,784.7501996819148,7467.16967587163
1607,Rail-Link,New York,10940,368.71911956417966,3218.979307016563
1608,Ocean-Freight,New York,10724,4058.736881877955,1730.5735561064375
1609,Ground-Truck,London,1439,3256.421458345544,3038.2596847138207
1610,Rail-Link,London,4661,831.6538646084218,4309.503468342917
1611,Air-Express,Shanghai,4878,3156.3966595671945,7780.858950254041
1612,Air-Express,London,4034,2585.2771743668914,4498.982906285603
1613,Air-Express,New York,4393,2930.0697278326297,6502.190868923845
1614,Ocean-Freight,Shanghai,14601,1254.8369432836919,4036.6437818668096
1615,Rail-Link,London,4226,4542.2623272229675,4077.64604914994
1616,Air-Express,Shanghai,1657,4184.083092706623,3653.5821130389872
1617,Ground-Truck,Shanghai,13602,14.873441359258543,7174.14098181838
1618,Air-Express,London,14037,1462.6572155302897,666.0116935375407
1619,Ocean-Freight,New York,12010,3286.059879341504,5356.669747531672
1620,Ground-Truck,Shanghai,13624,4862.808567418513,1179.6131041192418
1621,Rail-Link,Singapore,7569,401.30136132223777,1747.4470931900364
1622,Rail-Link,New York,509,3597.3916179957423,835.9225189920935
1623,Rail-Link,Shanghai,4187,2664.8369047917618,6321.484237491805
1624,Air-Express,Singapore,13240,3375.325229745128,7780.274797167861
1625,Rail-Link,Shanghai,13886,1682.5931525565136,1037.5197648161857
1626,Ground-Truck,Shanghai,2290,3489.4506718002885,2206.300553689416
1627,Air-Express,Singapore,4274,2779.07931448691,2624.306391118403
1628,Air-Express,Singapore,10794,4715.300708410831,6427.612443377907
1629,Air-Express,New York,7627,3385.657165374139,7616.130530651457
1630,Ground-Truck,Shanghai,14089,2905.255379959079,6668.319563537383
1631,Air-Express,London,11676,2453.3004513986866,502.6607833856627
1632,Ground-Truck,Singapore,1316,732.6877074493229,3366.822324963413
1633,Ocean-Freight,Singapore,8062,3919.4755274695094,7986.067841792137
1634,Ground-Truck,Shanghai,12628,1495.5627154596814,2937.0511715267626
1635,Air-Express,New York,9239,987.0513614821893,5365.670187609558
1636,Air-Express,Shanghai,4227,1820.3857195427645,3009.013603313019
1637,Ocean-Freight,London,6206,1810.485210571541,5100.941375123262
1638,Ocean-Freight,London,1120,513.5401698492306,6013.434174996677
1639,Ground-Truck,London,11820,2550.7914119312263,164.59853702918406
1640,Ocean-Freight,London,3031,930.1116319469086,5974.92847714953
1641,Rail-Link,New York,3058,2356.7751253804777,602.2706601211327
1642,Ground-Truck,Singapore,6869,3310.9827312800785,5928.389693342196
1643,Ground-Truck,New York,5822,1021.6435347027523,2595.7471898099598
1644,Rail-Link,Shanghai,7889,4726.07273508538,1860.9235805784688
1645,Rail-Link,Singapore,7831,2571.686838352713,7478.391621868213
1646,Rail-Link,New York,8664,4489.404363903729,4264.8178340752675
1647,Air-Express,London,5538,4230.601857956514,7009.637175837111
1648,Ground-Truck,London,8579,4211.25239350434,5259.298555826292
1649,Ocean-Freight,New York,6881,1084.7628340755891,1418.109809240882
1650,Ocean-Freight,London,6688,602.2035493351102,2355.3493069442793
1651,Ocean-Freight,Shanghai,2070,2105.9797035328525,5082.288488425905
1652,Ground-Truck,London,5523,523.6313080823481,5127.148425372853
1653,Ground-Truck,Shanghai,3005,2375.945612927616,2861.824006059365
1654,Ground-Truck,Shanghai,3775,2617.9444966426927,3580.5037825346517
1655,Ground-Truck,London,10646,2201.260727967501,4846.162542717541
1656,Air-Express,New York,860,4825.106318641677,7946.818663679054
1657,Rail-Link,London,6603,4041.2021554344356,530.8441732251104
1658,Ocean-Freight,Singapore,6872,484.5501009380261,2683.5886818075473
1659,Air-Express,New York,162,1394.1792973700428,3124.6900461837113
1660,Air-Express,Singapore,10458,3326.6419354378104,6782.492402450974
1661,Air-Express,London,3705,2377.395785956379,1904.2424777766191
1662,Air-Express,New York,3410,2230.3569713478096,7135.347498033321
1663,Rail-Link,Shanghai,8233,2549.8649899891593,2885.387015969199
1664,Ground-Truck,London,13598,999.2246253677788,2155.6301793214984
1665,Air-Express,New York,4552,3810.665617835932,289.60473064517237
1666,Ocean-Freight,Singapore,7000,3770.2607494136055,419.3732085618067
1667,Rail-Link,Singapore,10639,4565.894635011563,4121.484623931088
1668,Air-Express,Singapore,9317,506.5273117083565,2119.954141141465
1669,Ocean-Freight,Singapore,8672,1898.1752254562364,282.7555032966176
1670,Rail-Link,London,1543,636.1344054173284,2891.082846484919
1671,Ground-Truck,Singapore,3361,1413.9242340914293,260.9570682530284
1672,Air-Express,Singapore,3423,2679.6329483438394,3546.784813830295
1673,Air-Express,Shanghai,13530,3907.718257605052,2701.939626299963
1674,Ground-Truck,London,9639,3058.03121910176,2299.4136892439687
1675,Air-Express,Shanghai,9262,187.3064484496749,6155.4891453559585
1676,Ground-Truck,New York,10798,3298.6880512597772,7010.151408722866
1677,Rail-Link,Shanghai,5107,3799.963207097043,4862.89489159122
1678,Ocean-Freight,Singapore,12332,4853.4863822728885,7612.280968887464
1679,Rail-Link,Singapore,11263,3999.939016589466,7344.11621872336
1680,Rail-Link,New York,4810,2769.325935675353,1502.8449706638821
1681,Air-Express,Singapore,3089,605.451455334663,7138.960337414579
1682,Ground-Truck,Singapore,774,2198.3384242106354,7666.631607522351
1683,Rail-Link,Singapore,6225,3897.143000747041,5124.0652785790235
1684,Rail-Link,Singapore,11396,222.3553812541748,2422.2810973745513
1685,Rail-Link,Shanghai,4036,1290.281680082088,676.6837374825686
1686,Air-Express,Shanghai,12615,3125.485424234243,4558.187429438258
1687,Ground-Truck,Singapore,7901,4268.167461580767,5018.621226943643
1688,Rail-Link,New York,4777,3700.3430033680575,801.6353721832344
1689,Ground-Truck,Shanghai,13295,2294.934647119451,4022.8304750237226
1690,Ocean-Freight,New York,11388,2940.840861425163,3938.6801556483756
1691,Air-Express,Singapore,10693,2067.310634557427,7798.4086554465075
1692,Ground-Truck,London,13141,698.8433646787523,6808.227667153129
1693,Ocean-Freight,New York,10993,3522.0668713041014,4320.402640122378
1694,Air-Express,New York,13463,1457.8241864883043,4281.078271835889
1695,Air-Express,New York,13822,4308.3281026960385,3979.6670822450665
1696,Air-Express,Shanghai,7109,3896.026857820007,1690.7218091811962
1697,Air-Express,Singapore,10004,1514.7949399270408,7809.915832684493
1698,Ground-Truck,Shanghai,4637,1959.7556721204833,4066.3664862536443
1699,Rail-Link,London,13104,621.2053440006654,1931.9810407347209
1700,Air-Express,Singapore,12114,1376.008717135445,4072.6636213309503
1701,Air-Express,London,916,1876.7646373995437,7442.22900593939
1702,Ocean-Freight,New York,14887,4185.333440890188,4451.386564532459
1703,Air-Express,Singapore,174,514.0571975741619,2857.585931888257
1704,Ground-Truck,Singapore,3577,297.9371491014645,1787.416573371288
1705,Ocean-Freight,London,1186,466.11550141755276,5598.469195097374
1706,Rail-Link,New York,4570,1809.8674050441455,5211.160577374619
1707,Ocean-Freight,New York,12389,323.49143197906557,7603.023092308131
1708,Air-Express,New York,928,4478.770222058579,331.5942304104871
1709,Air-Express,Singapore,13095,900.5385198914933,5225.231933982316
1710,Ocean-Freight,Singapore,7544,223.68913984460735,2799.6197498167976
1711,Ocean-Freight,Shanghai,4920,3486.737347991676,4080.2768315153075
1712,Air-Express,Shanghai,6475,2527.5826795408802,6019.46797063568
1713,Air-Express,London,2615,558.1426010468032,4231.717370709026
1714,Ocean-Freight,Singapore,5981,4892.411857307539,4766.302893694538
1715,Rail-Link,London,11673,1228.646279400208,3230.5962093949115
1716,Ground-Truck,London,5298,2529.895837511638,2508.6200501660333
1717,Rail-Link,New York,8513,1207.0635620477547,6003.9969074558385
1718,Ground-Truck,Singapore,5868,4481.360537310525,4290.417843472346
1719,Rail-Link,London,13124,1232.1255335727028,7643.836166073992
1720,Air-Express,Shanghai,3691,4286.628392211103,2783.260383882612
1721,Ground-Truck,New York,11013,666.0996915360336,223.46828170923436
1722,Rail-Link,Singapore,1403,2500.453311657361,943.1544730715665
1723,Ground-Truck,London,10412,4449.3399314276985,2427.564251426142
1724,Ground-Truck,New York,12102,4566.0175901244465,7526.6308727032765
1725,Ground-Truck,New York,7313,3688.9848915785497,2017.0350134372638
1726,Air-Express,New York,8032,3065.20784134103,7525.185348759549
1727,Ocean-Freight,New York,2247,1184.5877992241226,6409.851774669071
1728,Rail-Link,London,3581,1187.8322849835954,6248.3134073938245
1729,Ocean-Freight,Shanghai,13931,1126.6639801141832,100.54761979949494
1730,Air-Express,Singapore,5185,4850.18932248667,533.1353786234258
1731,Rail-Link,London,3216,3868.02204629582,3012.7213108947512
1732,Rail-Link,Singapore,7755,598.7323909647694,6874.611210667518
1733,Ocean-Freight,Shanghai,13511,4289.020964736835,6082.335989942087
1734,Ocean-Freight,London,12851,3167.3052712350345,3987.1875767479887
1735,Rail-Link,Shanghai,7096,4448.257553995041,6541.360307092817
1736,Ground-Truck,Singapore,6779,1745.0841858661468,2081.6465738492598
1737,Ground-Truck,Shanghai,6531,4405.267177050361,2990.1676338527873
1738,Ground-Truck,Singapore,5263,4121.755671775304,6087.1867701632245
1739,Rail-Link,London,10315,752.7072693364079,198.29380939875176
1740,Air-Express,New York,1888,3441.2142554484362,5503.471112150219
1741,Ocean-Freight,Shanghai,4025,1840.7473359956996,1490.7263319102099
1742,Ocean-Freight,Shanghai,9728,1561.3079039083816,6037.361316854805
1743,Rail-Link,Shanghai,13828,507.43936939012707,577.3324745307341
1744,Ocean-Freight,Singapore,6427,2683.4103515674183,6155.578314345183
1745,Rail-Link,London,8056,4871.538351829622,6777.552894634923
1746,Ground-Truck,London,7103,830.8028512971854,7820.640725562681
1747,Air-Express,Singapore,14116,775.593879523946,6668.763295907028
1748,Air-Express,London,11453,4255.590096540672,6851.646687618803
1749,Ground-Truck,Singapore,4732,1412.2111762631787,6470.513762873311
1750,Air-Express,Shanghai,2369,4149.2596936718855,595.5683109649152
1751,Ground-Truck,Singapore,2827,627.3219032168209,1464.7408410006913
1752,Air-Express,London,13213,646.6848842318416,5986.831238457196
1753,Air-Express,London,6304,180.448698269539,6705.6680763830345
1754,Ground-Truck,New York,6978,1087.8016558079012,6996.264068389148
1755,Ocean-Freight,Singapore,13694,842.1772519574563,7689.188675998311
1756,Rail-Link,London,9413,2613.0892985144806,3022.1060083466987
1757,Ocean-Freight,London,9750,4326.496697129664,3490.9523531422356
1758,Ground-Truck,Shanghai,3762,4253.493943522654,3050.74465380081
1759,Air-Express,New York,14143,254.86499241971507,4345.755625259761
1760,Ocean-Freight,London,155,2427.549224261533,1450.2132702208955
1761,Ground-Truck,Shanghai,14470,4458.034797064379,3125.606492054224
1762,Rail-Link,Singapore,6598,340.55129513281366,3391.301589800327
1763,Ocean-Freight,London,8034,1419.0195947903833,6058.652941484221
1764,Rail-Link,Singapore,6057,4179.213337435077,4902.117424376653
1765,Ground-Truck,Singapore,591,3032.9990536442765,1773.7902271468424
1766,Air-Express,Shanghai,1176,4618.91114904151,4078.3499935085356
1767,Ground-Truck,Singapore,6559,1431.0422808772753,4085.0146522052178
1768,Air-Express,Singapore,2566,2532.8264323652766,5825.931208312568
1769,Air-Express,New York,12556,3659.750746656074,7676.239518581966
1770,Rail-Link,New York,14601,2118.027371747369,7607.512099286615
1771,Rail-Link,Singapore,9586,2823.1547501163136,3140.6109632584753
1772,Rail-Link,Shanghai,12433,2749.1157650633695,7066.047581251875
1773,Rail-Link,New York,13215,1971.01315174531,629.4623283085496
1774,Ocean-Freight,London,14528,3733.3996018525027,6930.322969879055
1775,Ground-Truck,London,2550,4163.0811231904,5935.682796537185
1776,Ocean-Freight,Shanghai,861,3656.089218659026,4488.754145478763
1777,Rail-Link,New York,10811,3183.072938896835,3627.081774117882
1778,Ground-Truck,Shanghai,13354,1295.8011275151766,3998.2960749042195
1779,Air-Express,New York,3054,4129.558144813557,1075.8119728680867
1780,Air-Express,New York,12971,3773.388890502524,3090.2497842484568
1781,Ocean-Freight,New York,7780,4314.142921322881,1221.85643693568
1782,Air-Express,Singapore,1280,2306.067662575957,1380.0461758086965
1783,Ground-Truck,Shanghai,1793,1919.2778315486805,4202.806200359934
1784,Air-Express,London,9485,3668.7160935261645,2712.640526098491
1785,Ground-Truck,Shanghai,9933,1659.1916611891768,2130.7319880276764
1786,Ocean-Freight,London,13302,891.7739741314318,2864.288236552675
1787,Air-Express,Shanghai,11799,4483.269809236208,5204.798374571625
1788,Ground-Truck,Shanghai,7253,3818.1387503529313,148.65171059863215
1789,Rail-Link,London,5925,3032.6201996262716,6947.1479803619895
1790,Ground-Truck,Shanghai,7938,1577.168979927965,3927.5939246784305
1791,Ocean-Freight,Shanghai,6847,4183.840579223449,7329.469884566716
1792,Rail-Link,London,12140,757.1035634974725,5196.953557704823
1793,Rail-Link,Shanghai,11667,2731.841274316441,6992.835623592438
1794,Air-Express,New York,6831,4278.15913941941,4287.285009942029
1795,Ocean-Freight,Singapore,2222,3199.9365125220625,6450.966041316212
1796,Rail-Link,Shanghai,14867,159.5677440795406,7290.3851999136405
1797,Air-Express,London,6816,4611.528171308005,6342.416148079709
1798,Rail-Link,New York,10699,3120.680744828241,790.4767657432831
1799,Ground-Truck,London,2887,3413.9553609594727,189.95712534042053
1800,Rail-Link,Shanghai,6825,3363.211700092608,2483.4856539172547
1801,Air-Express,New York,1537,1302.3732574532667,6433.960353347129
1802,Ground-Truck,Shanghai,1307,3500.41620935028,1680.6221022589236
1803,Ocean-Freight,New York,5128,4518.88475529823,6687.306598635949
1804,Rail-Link,London,13823,1663.13941118337,4872.514057666204
1805,Rail-Link,Singapore,1413,1092.148771660201,7173.998533150402
1806,Ground-Truck,London,11224,3646.1668687812403,5121.668872634263
1807,Air-Express,Shanghai,11724,31.81456857949477,5743.88521601592
1808,Ground-Truck,London,6581,2133.1403512606303,1343.599784393666
1809,Ground-Truck,Shanghai,11050,984.3052401729639,3474.705113209681
1810,Ocean-Freight,London,8210,1372.0687952339226,6960.408495178653
1811,Rail-Link,Shanghai,7968,3780.8228800002303,5934.6882116882925
1812,Ocean-Freight,Singapore,10560,4142.461193433372,571.553367341681
1813,Air-Express,London,12892,2952.44509798905,7422.716516003155
1814,Rail-Link,Singapore,4009,3970.698233923453,1045.5707286019783
1815,Air-Express,Shanghai,14028,4095.2444701094537,5560.909460166816
1816,Air-Express,New York,3349,3424.92471584898,1637.2269912190525
1817,Ground-Truck,Shanghai,7511,3180.0980992982286,2956.3682264750328
1818,Ground-Truck,London,14886,1520.0995166236007,7905.8812654462245
1819,Ground-Truck,London,2969,3404.227454569874,2031.4456369293775
1820,Ocean-Freight,London,4725,507.0124997770704,3186.7279575584953
1821,Ocean-Freight,London,8351,385.2189473402743,5262.721440652804
