OrderID,Carrier,Origin,Distance_KM,Weight_KG,Cost_USD,Emission_Factor,CO2_kg
1308,Air-Express,New York,14190,4452.656457825679,6504.496308720326,0.5,31591.5975682732
1309,Rail-Link,Shanghai,1713,3562.052456518164,5766.629354363402,0.03,183.05387574046847
1310,Rail-Link,London,6493,4502.206869880806,2266.110150653743,0.03,876.9848761840822
1311,Rail-Link,New York,12067,2387.291473756803,2864.125872490445,0.03,864.2233864147003
1312,Ocean-Freight,Singapore,10953,688.1262932347613,4879.702509711062,0.01,75.3704728980034
1313,Rail-Link,Singapore,8869,408.00759212029885,7703.939979410869,0.03,108.5585800354479
1314,Ocean-Freight,London,2970,2446.0649053636557,3451.504399750862,0.01,72.64812768930058
1315,Ground-Truck,Singapore,8314,113.65755056596949,6432.0620319909085,0.11,103.94437629460174
1316,Ocean-Freight,London,233,1800.7162474503473,7153.741899095296,0.01,4.195668856559309
1317,Rail-Link,Singapore,11660,2347.863244196605,5851.806870985449,0.03,821.2825628199724
1318,Ground-Truck,New York,14681,782.7134596560734,5246.574294445486,0.11,1264.0117931331895
1319,Air-Express,New York,4405,1666.5144445837338,3426.5090590004006,0.5,3670.498064195674
1320,Ocean-Freight,London,5571,69.19319557897191,4423.19335134731,0.01,3.854752925704525
1321,Rail-Link,Singapore,3875,1867.471461224533,205.11477218109636,0.03,217.09355736735193
1322,Air-Express,New York,1735,1493.3811656408584,3060.0449869246413,0.5,1295.5081611934447
1323,Ocean-Freight,Singapore,12438,3252.498797782016,5434.7497978582005,0.01,404.5458004681272
1324,Ocean-Freight,Singapore,1540,1828.2814791985004,712.4767550309642,0.01,28.15553477965691
1325,Rail-Link,New York,12112,938.1000126179516,2643.009965141828,0.03,340.8680205848589
1326,Rail-Link,Singapore,9905,1982.7506332157025,2893.7879873836737,0.03,589.1743506600459
1327,Ocean-Freight,London,7778,672.6407089610733,3719.9815120162634,0.01,52.31799434299228
1328,Ocean-Freight,New York,10984,1600.8182394241048,6139.053165222655,0.01,175.83387541834367
1329,Rail-Link,Shanghai,11840,2710.3378400519746,1170.943301593445,0.03,962.7120007864613
1330,Rail-Link,London,3548,3723.833574805533,1227.8908980869564,0.03,396.3648457023009
1331,Ground-Truck,New York,10961,2998.0896602013795,3041.9605817210104,0.11,3614.8266842014054
1332,Air-Express,New York,3162,4612.232178607092,2563.5502560583577,0.5,7291.939074377811
1333,Ocean-Freight,London,608,2318.5387886602894,6607.504167166489,0.01,14.096715835054558
1334,Air-Express,Singapore,3428,1504.3684924081642,346.12638953661354,0.5,2578.4875959875935
1335,Ground-Truck,New York,10490,2417.569643298669,6716.669507373105,0.11,2789.633611402334
1336,Ocean-Freight,Shanghai,2886,4722.09924563569,6351.903966229983,0.01,136.27978422904602
1337,Ocean-Freight,Singapore,10752,7.558874016145774,4883.873143405661,0.01,0.8127301342159936
1338,Ocean-Freight,Shanghai,1459,3523.369705243205,1338.7133256371897,0.01,51.40596399949836
1339,Ground-Truck,Singapore,4989,721.2396699284792,6002.35922691661,0.11,395.8091184600501
1340,Ocean-Freight,Singapore,4534,792.2639826586185,783.0421837953866,0.01,35.92124897374176
1341,Ground-Truck,London,13280,2522.3693452215966,2151.971948969165,0.11,3684.677139499708
1342,Rail-Link,New York,5434,3912.9919412726,1270.6563088703188,0.03,637.8959462662592
1343,Ocean-Freight,London,13653,2369.8016105800807,343.6560666320411,0.01,323.5490138924984
1344,Air-Express,New York,1598,4930.949357140858,7279.1281864062785,0.5,3939.8285363555456
1345,Rail-Link,Singapore,13914,742.5382134882918,3923.009145507365,0.03,309.9503010742828
1346,Ground-Truck,London,2213,4876.451951860258,6011.9346277508375,0.11,1187.0746986413426
1347,Air-Express,New York,1545,3404.4528459655344,7302.949463763002,0.5,2629.9398235083754
1348,Ground-Truck,Shanghai,10519,4292.799640597338,2761.787891305442,0.11,4967.155536138775
1349,Air-Express,Singapore,3806,3204.5900692939645,7451.913526728946,0.5,6098.334901866414
1350,Ocean-Freight,London,14089,2379.924711792443,263.653212125721,0.01,335.30759264443725
1351,Air-Express,London,4125,4445.241855578804,6835.960321394061,0.5,9168.311327131283
1352,Rail-Link,Shanghai,3322,3126.594092345201,6957.332192910948,0.03,311.5963672431227
1353,Rail-Link,London,5453,608.5551263600682,3427.6011496642877,0.03,99.55353312124356
1354,Rail-Link,London,2272,2337.662248443339,1634.1681684811797,0.03,159.335058853898
1355,Rail-Link,New York,7899,1091.2387103305728,4533.251234372508,0.03,258.5908371870358
1356,Air-Express,Shanghai,2873,3989.2662610496914,2992.308029595428,0.5,5730.580983997882
1357,Air-Express,London,5307,3946.2161203891856,6772.779746221673,0.5,10471.284475452703
1358,Ocean-Freight,London,3380,491.1733420438031,1590.981280486042,0.01,16.601658961080545
1359,Rail-Link,New York,11257,31.86676524451236,7290.464179509209,0.03,10.761725290724268
1360,Ocean-Freight,London,6798,2357.9931837473323,6731.7452410957385,0.01,160.29637663114366
1361,Ocean-Freight,Shanghai,2828,3830.616135912144,7508.523030389059,0.01,108.32982432359542
1362,Rail-Link,New York,10570,3636.824412488087,6514.97808078728,0.03,1153.2370211999723
1363,Ocean-Freight,Singapore,5739,277.7246706007254,5606.79823424902,0.01,15.938618845775633
1364,Ground-Truck,Shanghai,7662,1557.7556142371538,1348.8486396998424,0.11,1312.907586791358
1365,Ground-Truck,New York,10102,2420.142778478473,3024.956802577209,0.11,2689.3110583008483
1366,Ground-Truck,London,11926,2888.607388465762,1565.6397203906895,0.11,3789.4484886326945
1367,Ground-Truck,London,7750,2021.338149699668,3464.79532613226,0.11,1723.1907726189668
1368,Ground-Truck,London,4526,2754.025486401797,7145.486754073542,0.11,1371.1191286599985
1369,Rail-Link,Shanghai,10639,4642.376782110131,1958.2291724390373,0.03,1481.7073975460903
1370,Air-Express,Shanghai,3049,226.525326216257,1564.987845091324,0.5,345.3378598166838
1371,Air-Express,Singapore,8132,2198.312590221585,3388.162319194457,0.5,8938.338991840965
1372,Ocean-Freight,Singapore,12793,853.9541821090266,4282.409022213787,0.01,109.24635851720778
1373,Ground-Truck,Singapore,10617,1444.127041186481,5664.788629396948,0.11,1686.5526475904553
1374,Ocean-Freight,Shanghai,3929,1080.2497518705366,6742.085592968534,0.01,42.443012750993375
1375,Air-Express,Singapore,6185,1786.398851679354,6470.285398584234,0.5,5524.438448818402
1376,Air-Express,Singapore,9345,3547.9258215008854,3347.3693735879697,0.5,16577.683400962887
1377,Ocean-Freight,Singapore,9917,1164.8351433276637,3952.0659597999215,0.01,115.5167011638044
1378,Rail-Link,New York,8338,3099.5312213657885,3559.6139021444583,0.03,775.3167397124383
1379,Ocean-Freight,Shanghai,3022,2561.446658566415,411.2655163218737,0.01,77.40691802187706
1380,Ocean-Freight,Singapore,13220,4182.927586174351,4418.76627586965,0.01,552.9830268922493
1381,Ground-Truck,Singapore,607,1185.9956014113511,4162.435480448166,0.11,79.18892630623591
1382,Air-Express,New York,12272,1174.3647772087834,2124.338756683461,0.5,7205.902272953094
1383,Rail-Link,Singapore,13584,889.0510071358826,2763.8781787205057,0.03,362.30606642801484
1384,Ground-Truck,Singapore,861,1841.1362863342663,1131.169039088297,0.11,174.37401767871836
1385,Ocean-Freight,New York,5454,185.16427663022552,1004.4222711550998,0.01,10.098859647412501
1386,Ocean-Freight,Singapore,3177,2658.925699837154,2806.1186121489086,0.01,84.47406948382638
1387,Rail-Link,London,13995,2315.412703374236,3005.1439058530327,0.03,972.126023511673
1388,Ground-Truck,New York,7468,4045.371610296317,3244.034690380131,0.11,3323.1918704262184
1389,Ocean-Freight,Shanghai,4679,3785.7288811174017,2598.132868603324,0.01,177.13425434748322
1390,Ocean-Freight,New York,3902,1180.6216641659555,7148.1326721196765,0.01,46.06785733575558
1391,Ocean-Freight,Singapore,12783,4331.194298470843,7498.016346875488,0.01,553.6565671735278
1392,Ocean-Freight,New York,14239,4805.399727323093,4586.038715746377,0.01,684.2408671735354
1393,Rail-Link,London,9909,2770.6421516212868,4373.094297215027,0.03,823.6287924124598
1394,Air-Express,Singapore,9546,4020.553619106972,1354.49673482578,0.5,19190.102423997574
1395,Ocean-Freight,Singapore,11678,2725.7215668194417,4979.787357699419,0.01,318.3097645731744
1396,Rail-Link,London,14722,3293.86663323467,4236.89068187679,0.03,1454.7691372344243
1397,Ground-Truck,Shanghai,14609,2101.451702628998,3110.6533271787,0.11,3377.0118716077736
1398,Ocean-Freight,Singapore,6796,4768.336616935612,4510.879084454517,0.01,324.05615648694425
1399,Ocean-Freight,New York,11229,1537.807634507987,3618.270227845129,0.01,172.68041927890187
1400,Ground-Truck,New York,4448,2809.768441074923,7813.464993515782,0.11,1374.7635028491381
1401,Air-Express,Singapore,3799,3694.379713597335,1638.8498407865454,0.5,7017.474265978138
1402,Ocean-Freight,Singapore,7696,4480.157156576702,6667.26355950867,0.01,344.79289477014294
1403,Rail-Link,Singapore,12395,4865.912863777206,7120.0145966263535,0.03,1809.389698395554
1404,Rail-Link,Singapore,8175,2748.13625869801,2157.828212247868,0.03,673.9804174456868
1405,Ocean-Freight,New York,3140,3328.204730341852,5910.962284721216,0.01,104.50562853273415
1406,Air-Express,London,14144,2873.078450754622,2410.3904503876483,0.5,20318.410803736686
1407,Ground-Truck,Singapore,3519,1188.9034740714435,7654.478237092581,0.11,460.2126457783151
1408,Ground-Truck,London,9862,2676.942251842981,5104.135819441931,0.11,2904.000493644303
1409,Rail-Link,Shanghai,9494,4150.9961805517405,7533.74233809886,0.03,1182.2867321447468
1410,Air-Express,New York,12141,3556.7745930286765,3082.4959653001406,0.5,21591.40016698058
1411,Air-Express,Shanghai,13888,2822.594247475752,6195.009093016745,0.5,19600.094454471622
1412,Ocean-Freight,Shanghai,11665,194.73759247380676,2760.5214022606983,0.01,22.71614016206956
1413,Ground-Truck,Shanghai,3078,3953.395592486325,6276.439028445408,0.11,1338.54067970402
1414,Air-Express,London,9860,2264.339519021411,1844.560980700788,0.5,11163.193828775555
1415,Ocean-Freight,London,10185,320.81768494103585,5954.308368890281,0.01,32.6752812112445
1416,Ocean-Freight,Singapore,13130,3386.4425059459336,5721.2294934809925,0.01,444.6399010307011
1417,Rail-Link,London,3878,645.1475915629846,4211.232240009149,0.03,75.05647080243763
1418,Ocean-Freight,Shanghai,1884,1968.0125860008304,554.483561726669,0.01,37.07735712025565
1419,Air-Express,Singapore,1117,766.7649066622897,6395.583386243652,0.5,428.2382003708888
1420,Air-Express,Singapore,2497,651.765235670649,6575.494679613694,0.5,813.7288967348052
1421,Rail-Link,Singapore,9837,3600.5578885857235,5147.401469613472,0.03,1062.5606385005328
1422,Rail-Link,Shanghai,10157,141.04890605688365,2647.67301074171,0.03,42.979012164593016
1423,Ocean-Freight,Singapore,1262,3498.422945205902,5890.013876382542,0.01,44.15009756849849
1424,Rail-Link,Shanghai,9612,488.6948293713412,1264.7612724152225,0.03,140.92004099751995
1425,Ground-Truck,New York,1120,2190.829693925913,5730.388190020969,0.11,269.9102182916725
1426,Air-Express,Singapore,5763,764.8578964338128,759.9058786335748,0.5,2203.9380285740317
1427,Air-Express,London,10117,1522.5522056111636,3534.906341179684,0.5,7701.8303320840705
1428,Rail-Link,London,13470,4080.899984859605,3938.71966239278,0.03,1649.0916838817664
1429,Air-Express,Shanghai,7751,2860.468901067469,2283.133885809808,0.5,11085.747226086974
1430,Rail-Link,Singapore,1567,345.9383708516166,6401.221510245106,0.03,16.262562813734494
1431,Ground-Truck,Singapore,280,2778.2279479722883,4582.696936780903,0.11,85.56942079754648
1432,Ground-Truck,London,7389,301.6716519967914,2093.515724700719,0.11,245.19570202647208
1433,Air-Express,Shanghai,8817,3291.0424100563264,2594.439375124562,0.5,14508.560464733315
1434,Ocean-Freight,Singapore,3540,3466.121519307781,6310.6168375337365,0.01,122.70070178349545
1435,Ocean-Freight,New York,13219,1370.945982201197,4603.957377797689,0.01,181.22534938717624
1436,Air-Express,New York,10350,3689.05062519338,779.7523751818995,0.5,19090.83698537574
1437,Ground-Truck,Singapore,5370,2459.3686230761828,7030.233383894016,0.11,1452.749045651101
1438,Rail-Link,London,3695,934.5869895371824,783.3923011895646,0.03,103.59896779019665
1439,Rail-Link,London,1749,182.9448133393686,2672.37168640616,0.03,9.59911435591667
1440,Air-Express,London,12160,4595.105327096367,221.4939277720239,0.5,27938.240388745908
1441,Ocean-Freight,Shanghai,8751,1389.0349851130652,5536.523125535656,0.01,121.55445154724434
1442,Air-Express,Shanghai,9178,4808.505698374742,280.4711255346808,0.5,22066.232649841688
1443,Ground-Truck,Shanghai,9368,1901.4566414761323,6234.763998382516,0.11,1959.4130399083247
1444,Ground-Truck,Shanghai,5264,2541.393981817943,242.416351396284,0.11,1471.5687712318615
1445,Rail-Link,Singapore,4384,2910.355561562728,4977.662270274014,0.03,382.76996345672995
1446,Rail-Link,London,13399,2531.4934829114186,4802.402108310362,0.03,1017.584435325903
1447,Ocean-Freight,New York,10336,822.6608234932775,6338.677933980809,0.01,85.03022271626516
1448,Air-Express,New York,11176,4281.989737553646,5280.886336436062,0.5,23927.758653449775
1449,Rail-Link,New York,10440,1114.9293243291045,3871.523302085184,0.03,349.1958643798755
1450,Ground-Truck,New York,12935,68.2284140469733,364.4376589773261,0.11,97.07879892673596
1451,Air-Express,Singapore,2236,3077.5599079705357,2016.446510283169,0.5,3440.711977111059
1452,Air-Express,Shanghai,4823,4042.4656966737953,3312.394426097307,0.5,9748.406027528858
1453,Air-Express,Singapore,1788,2514.021947778632,6647.560221705057,0.5,2247.5356213140967
1454,Rail-Link,Singapore,8048,893.6026719574448,7524.663880000923,0.03,215.75142911740548
1455,Air-Express,New York,426,4182.336431517159,3920.3303550754754,0.5,890.8376599131549
1456,Ground-Truck,New York,4427,2034.365814313656,5071.247513232871,0.11,990.6751205963211
1457,Rail-Link,London,5441,2646.208899812524,7754.3744670442575,0.03,431.9406787163983
1458,Ocean-Freight,Singapore,14643,3791.992646550552,457.8413605261177,0.01,555.2614832343974
1459,Ocean-Freight,London,8565,1403.1839210862886,3624.429063042485,0.01,120.18270284104062
1460,Ground-Truck,New York,8595,1580.3768682513391,6129.294201016523,0.11,1494.1673100882285
1461,Ocean-Freight,London,3117,4233.56507475776,1715.1657217376187,0.01,131.96022338019938
1462,Ocean-Freight,New York,11816,4255.558673573243,6917.030289820582,0.01,502.8368128694144
1463,Ground-Truck,Singapore,12601,162.11489690337024,5200.267026524503,0.11,224.70907974673054
1464,Ocean-Freight,Shanghai,3181,1337.945007589377,3848.2762236822887,0.01,42.56003069141808
1465,Ground-Truck,Shanghai,962,2183.8192808632043,7122.388330698536,0.11,231.0917563009443
1466,Rail-Link,Singapore,14983,3831.322067245261,1044.5838734847182,0.03,1722.1409560060722
1467,Rail-Link,Singapore,5957,1349.045167429155,5096.803737674396,0.03,241.0878618712643
1468,Ground-Truck,New York,7466,3993.5573944058287,5530.469179399902,0.11,3279.748945729731
1469,Ground-Truck,New York,6862,4385.904928511613,6344.175546470838,0.11,3310.568758139136
1470,Rail-Link,London,12341,3077.3076911625417,866.4166596112217,0.03,1139.3116264991077
1471,Air-Express,Shanghai,7301,2432.369394644336,2705.484409958662,0.5,8879.364475149148
1472,Rail-Link,Singapore,9099,4903.641148128721,3598.5893091519024,0.03,1338.546924204697
1473,Ocean-Freight,Shanghai,4645,864.2870405976612,1789.99142377684,0.01,40.14613303576136
1474,Ground-Truck,Singapore,10074,4947.628847791234,2607.737288904113,0.11,5482.665431391378
1475,Ocean-Freight,Shanghai,5058,2124.9255598168625,6211.665112697365,0.01,107.4787348155369
1476,Ground-Truck,Shanghai,5785,203.61390646831023,1747.149226612372,0.11,129.56970938110922
1477,Ground-Truck,London,4966,1115.728840915615,3596.516411848729,0.11,609.4780366385638
1478,Ocean-Freight,Singapore,1607,1789.4464201041717,4461.23987847758,0.01,28.756403971074043
1479,Rail-Link,New York,13018,289.9984352168718,4395.263811224515,0.03,113.25598888959713
1480,Air-Express,London,2909,404.8406104854754,1147.642571766317,0.5,588.8406679511239
1481,Air-Express,London,9051,3698.494117860008,7141.899526174113,0.5,16737.535130375465
1482,Ground-Truck,London,8491,2296.7528085851345,3724.419620412578,0.11,2145.1900907466015
1483,Ground-Truck,Singapore,3447,83.15127833656179,5061.6178861723765,0.11,31.528470206874136
1484,Ocean-Freight,Shanghai,1259,2616.675178997749,3702.5393283289673,0.01,32.94394050358166
1485,Rail-Link,Singapore,11235,4400.636963016601,7057.931416337635,0.03,1483.2346883847454
1486,Air-Express,Shanghai,3190,1718.355589950953,6163.695635017305,0.5,2740.7771659717696
1487,Ground-Truck,New York,1542,2276.7116940098,5783.425576927567,0.11,386.1758375379423
1488,Ground-Truck,Shanghai,13688,4075.113180069446,450.3464712791328,0.11,6135.816412966965
1489,Rail-Link,New York,4190,3731.243812436708,3533.8479619050017,0.03,469.01734722329417
1490,Ground-Truck,Shanghai,14626,2641.4497493530566,3144.360773252009,0.11,4249.722843744159
1491,Rail-Link,London,12533,3968.453940713863,5687.688220409241,0.03,1492.0989971690053
1492,Rail-Link,Shanghai,13852,779.7444260468363,2575.970328825714,0.03,324.0305936880233
1493,Ground-Truck,New York,1546,1253.7704067344555,7571.903392899352,0.11,213.2161953692615
1494,Air-Express,Singapore,12012,1262.4989788998334,7680.048193808486,0.5,7582.5688672724
1495,Rail-Link,Singapore,7144,2211.8774845841854,4582.606524687083,0.03,474.0495824960826
1496,Ocean-Freight,Singapore,3033,4030.594551426509,2774.2249591507725,0.01,122.247932744766
1497,Ocean-Freight,Shanghai,5050,3476.8109085114597,491.3554966202136,0.01,175.57895087982874
1498,Air-Express,Shanghai,7382,2354.1768597428354,6984.172767771576,0.5,8689.266789310806
1499,Rail-Link,Shanghai,701,4698.3836253081,6927.435977503588,0.03,98.80700764022934
1500,Air-Express,Shanghai,9755,4545.23220431025,280.9097400252268,0.5,22169.370076523246
1501,Air-Express,New York,9811,2065.05558509318,188.0409381140088,0.5,10130.130172674595
1502,Ocean-Freight,Singapore,14852,517.0089946693573,6484.672998542381,0.01,76.78617588829296
1503,Ground-Truck,New York,7968,347.6032498302041,3255.6483617875942,0.11,304.6672964111773
1504,Ocean-Freight,London,508,4091.161718738488,1948.3874279629097,0.01,20.78310153119152
1505,Ocean-Freight,London,13907,973.3291879852424,847.129356455504,0.01,135.36089017310766
1506,Ground-Truck,London,11181,3620.5956882177143,3880.597197303744,0.11,4453.006842895849
1507,Air-Express,Singapore,1910,159.75649476634456,3796.6343213275777,0.5,152.56745250185907
1508,Air-Express,New York,5783,2818.382704444297,6183.119415853621,0.5,8149.353589900685
1509,Rail-Link,London,14907,670.898272705955,2995.6363655292585,0.03,300.0324165368301
1510,Rail-Link,London,13846,3923.125139283803,1826.5231321229728,0.03,1629.5877203557059
1511,Ground-Truck,New York,4829,3507.660419254012,1913.2109358106025,0.11,1863.2341381035385
1512,Ocean-Freight,Singapore,13547,170.30418520294992,5404.518057662021,0.01,23.071107969443627
1513,Rail-Link,London,8739,2951.311641068992,565.442425111594,0.03,773.7453729390576
1514,Ground-Truck,London,3929,1080.5555327235425,4862.997604618799,0.11,467.0052956877878
1515,Ground-Truck,London,6740,563.3022603793141,6478.356344576848,0.11,417.63229584522344
1516,Ocean-Freight,Singapore,12204,2836.9300420117074,1883.210834241405,0.01,346.21894232710883
1517,Ocean-Freight,New York,4489,4309.606153190033,502.03485347142106,0.01,193.45822021670062
1518,Air-Express,London,8328,4078.157902926685,2973.858184605105,0.5,16981.449507786714
1519,Rail-Link,New York,14309,3784.4149809458177,568.8438892875158,0.03,1624.5358188706114
1520,Ground-Truck,Singapore,13594,2323.8768276591145,3020.548283362744,0.11,3474.98597547178
1521,Air-Express,Singapore,1767,4266.966836292626,2026.208975961272,0.5,3769.8651998645355
1522,Ocean-Freight,New York,14177,3154.2584529813694,3703.978281291557,0.01,447.1792208791687
1523,Air-Express,London,9821,4904.687500619749,5388.252942417209,0.5,24084.467971793278
1524,Air-Express,Singapore,9215,4433.442038408412,3100.386656291588,0.5,20427.084191966762
1525,Ground-Truck,London,1371,1181.158279841649,1777.7815885028815,0.11,178.1304801829191
1526,Ocean-Freight,Singapore,1239,1264.2740310482063,7578.353467990562,0.01,15.664355244687277
1527,Air-Express,New York,14247,2895.97834806858,5285.512716994489,0.5,20629.50176246653
1528,Ocean-Freight,London,2173,2510.1632291327014,6036.077493182208,0.01,54.54584696905361
1529,Air-Express,London,11052,4205.18737740828,6748.804559477664,0.5,23237.86544755815
1530,Ocean-Freight,New York,9721,356.3309410800935,1125.7047226169575,0.01,34.63893078239589
1531,Air-Express,New York,6878,1967.7580104892277,3167.2984810061635,0.5,6767.119798072454
1532,Ground-Truck,New York,1206,2396.151365839852,1827.1057418778696,0.11,317.8734401923148
1533,Air-Express,London,5719,1071.563540445215,7607.045009882004,0.5,3064.1359439030925
1534,Ocean-Freight,London,972,1827.2240518628264,2076.7309800589937,0.01,17.760617784106675
1535,Air-Express,New York,7671,3489.1216738797257,3133.399569694838,0.5,13382.526180165689
1536,Air-Express,Singapore,8431,3794.225750197483,2991.56514839425,0.5,15994.558649957491
1537,Ocean-Freight,London,5307,4563.0151770662615,6662.58730543512,0.01,242.1592154469065
1538,Air-Express,New York,2482,4289.216362344492,3156.643387044381,0.5,5322.917505669515
1539,Ground-Truck,New York,14440,867.4499052159396,4916.269008744587,0.11,1377.8574294449984
1540,Ocean-Freight,Shanghai,12574,3174.0466806904305,4834.561408127994,0.01,399.10462963001476
1541,Ocean-Freight,London,2007,3658.515215609009,1918.2708849816927,0.01,73.4264003772728
1542,Air-Express,Singapore,5157,4515.435672036067,5666.329267318331,0.5,11643.050880345001
1543,Rail-Link,New York,2189,1141.8486464176908,6921.821185963087,0.03,74.98520061024976
1544,Ground-Truck,Singapore,1436,477.327411379631,274.7878859586152,0.11,75.39863790152651
1545,Air-Express,London,577,3028.2737154175666,4138.667739921026,0.5,873.6569668979679
1546,Air-Express,London,3774,697.6482570271654,5740.689302507582,0.5,1316.462261010261
1547,Rail-Link,Singapore,5108,2396.102488450793,7093.595818169656,0.03,367.1787453301995
1548,Air-Express,Shanghai,8837,4423.872741992956,7401.619067576627,0.5,19546.881710495876
1549,Ground-Truck,New York,9822,3743.6820199783056,4114.15621760224,0.11,4044.7489280249606
1550,Air-Express,New York,10235,4747.325627925771,5888.617523596983,0.5,24294.438900910132
1551,Rail-Link,Shanghai,8341,2326.220839514568,5226.807934719369,0.03,582.0902406717304
1552,Ground-Truck,Singapore,9641,3048.0423328517586,991.0070093196994,0.11,3232.4793744126187
1553,Ground-Truck,Singapore,3273,3409.278982139614,7085.829712029644,0.11,1227.4427119397253
1554,Air-Express,London,454,947.6520048721115,6141.704773369252,0.5,215.11700510596933
1555,Air-Express,New York,13326,727.212178344508,5031.873574213661,0.5,4845.414744309456
1556,Ocean-Freight,London,5924,1537.0263658131032,3845.229325037096,0.01,91.05344191076823
1557,Rail-Link,London,14728,347.7064240013753,7125.052900295045,0.03,153.63060638076766
1558,Ground-Truck,New York,1727,2765.9165036388663,5980.71249639493,0.11,525.4411581962754
1559,Air-Express,Shanghai,2510,94.22345896133132,608.1120227687065,0.5,118.2504409964708
1560,Ground-Truck,New York,9525,129.13305897269532,4705.431717691748,0.11,135.29916253864153
1561,Ground-Truck,Singapore,913,3842.1261341773375,6513.287000361113,0.11,385.86472765543
1562,Rail-Link,New York,4480,3260.5441189077733,236.4097363777976,0.03,438.21712958120474
1563,Ground-Truck,London,2510,1068.6831983175875,1392.416984206301,0.11,295.0634310554859
1564,Ocean-Freight,Shanghai,13938,2670.7417926967114,2460.2560169034846,0.01,372.24799106606764
1565,Rail-Link,London,5689,4583.5651389544455,4513.428567302387,0.03,782.2770622653552
1566,Ocean-Freight,London,1499,1783.2921905805297,4105.787552499702,0.01,26.73154993680214
1567,Ocean-Freight,New York,6924,3303.811286987396,7281.974944072967,0.01,228.75589351100732
1568,Air-Express,Shanghai,10386,1214.9811819473252,6155.125525196957,0.5,6309.39727785246
1569,Rail-Link,Singapore,1660,4010.058998027143,7779.942445484697,0.03,199.7009381017517
1570,Ground-Truck,Singapore,8688,4014.4463377734583,4140.243044161738,0.11,3836.5260760833385
1571,Ground-Truck,Shanghai,3496,297.5632034233244,5725.734873816661,0.11,114.43090550847364
1572,Ground-Truck,New York,4645,249.0122800672585,7181.135584968681,0.11,127.23282450036572
1573,Air-Express,Singapore,5775,1865.220800411808,1206.354608800683,0.5,5385.825061189095
1574,Ocean-Freight,Singapore,12447,1884.956438451626,815.4396235997813,0.01,234.6205278940739
1575,Ocean-Freight,New York,9427,4725.7241369034,6838.903910220191,0.01,445.4940143858836
1576,Air-Express,London,11252,4663.652434186688,1087.8011212692186,0.5,26237.708594734308
1577,Ground-Truck,Singapore,14558,2641.3981964296117,2574.289470077643,0.11,4229.882243798452
1578,Air-Express,London,8136,601.8049095913574,5667.08809176855,0.5,2448.142372217642
1579,Air-Express,Shanghai,10262,1602.4408745160715,2815.2727762471013,0.5,8222.124127141962
1580,Rail-Link,London,7392,2938.292252288517,1727.8895143911222,0.03,651.5956898675015
1581,Rail-Link,New York,14222,1643.1164596943183,5623.31293566427,0.03,701.0520686931778
1582,Ocean-Freight,New York,14047,3984.956842794312,7862.630086150243,0.01,559.766887707317
1583,Ocean-Freight,Shanghai,1274,3717.5363143553336,4559.306623174896,0.01,47.361412644886954
1584,Ocean-Freight,London,11604,4460.49570226181,6308.066360492435,0.01,517.5959212904605
1585,Rail-Link,Singapore,6732,2793.9183073638706,1086.5253939756512,0.03,564.2597413552072
1586,Ocean-Freight,Shanghai,3030,4782.9060237279455,7356.97069380597,0.01,144.92205251895675
1587,Ocean-Freight,New York,12934,2616.047714015576,4735.400118388055,0.01,338.35961133077456
1588,Ocean-Freight,Shanghai,5902,3080.666372527187,2529.3388169585746,0.01,181.82092930655458
1589,Air-Express,Singapore,11314,2150.4412438544696,1595.4299588486072,0.5,12165.046116484735
1590,Ocean-Freight,New York,6175,1305.9302208521503,3162.8889280691637,0.01,80.6411911376203
1591,Air-Express,Shanghai,14892,1202.1628887075078,5687.366238416681,0.5,8951.304869316104
1592,Ground-Truck,London,157,2826.0732309909663,418.27018510934766,0.11,48.806284699214
1593,Air-Express,Shanghai,14151,3283.519378652739,4320.433935776101,0.5,23232.541363657456
1594,Ground-Truck,Singapore,5202,25.648072090640603,6277.010123931668,0.11,14.676339811706367
1595,Air-Express,Shanghai,5122,1128.9645779920345,6294.403797905328,0.5,2891.2782842376005
1596,Ocean-Freight,Singapore,6622,882.5385130717763,517.0347487422978,0.01,58.44170033561302
1597,Air-Express,Singapore,11116,2736.5706709693286,7836.875797668329,0.5,15209.859789247528
1598,Rail-Link,London,8382,4585.869640885187,5985.701848864808,0.03,1153.1627798969892
1599,Ground-Truck,New York,7656,3203.9438444024377,7165.523252995036,0.11,2698.2333480019565
1600,Ocean-Freight,New York,1457,3593.740625600554,6453.20888374406,0.01,52.36080091500008
1601,Air-Express,Shanghai,10048,1710.4039093436609,7786.021005376781,0.5,8593.069240542553
1602,Rail-Link,London,1954,1983.083345115268,2429.712557894726,0.03,116.248345690657
1603,Air-Express,New York,1714,1187.6892978016276,7770.276112178836,0.5,1017.8497282159948
1604,Ocean-Freight,Shanghai,1224,1001.9791694412572,6968.007513510133,0.01,12.264225033960988
1605,Rail-Link,New York,10640,2444.6748971215125,3288.505499264103,0.03,780.3402271611868
1606,Rail-Link,New York,12498,784.7501996819148,7467.16967587163,0.03,294.2342398687371
1607,Rail-Link,New York,10940,368.71911956417966,3218.979307016563,0.03,121.01361504096377
1608,Ocean-Freight,New York,10724,4058.736881877955,1730.5735561064375,0.01,435.25894321259193
1609,Ground-Truck,London,1439,3256.421458345544,3038.2596847138207,0.11,515.4589526415161
